"response_id","municipality","age_grp","response_type","eligibility","age","gender","race","hisp_lat","accessCare"
367,"DAVIDSON","45-64 years","Web","Yes",63,"man","Asian",1,0
368,"MATTHEWS","45-64 years","Web","Yes",62,"woman","Asian",1,0
369,"CHARLOTTE","18-24 years","Web","Yes",18,"woman","White",0,1
370,"CHARLOTTE","45-64 years","Web","Yes",57,"woman","White",0,1
371,"MATTHEWS","25-44 years","Web","Yes",36,"man","White",0,0
372,"CHARLOTTE","85+ years","Web","Yes",89,"woman","White",0,0
373,"MINT HILL","85+ years","Postcard","Yes",89,"man","White",0,0
374,"HUNTERSVILLE","65-84 years","Web","Yes",78,"man","Black",0,0
375,"CHARLOTTE","25-44 years","Web","Yes",29,"woman","White",0,0
376,"MATTHEWS","65-84 years","Postcard","Yes",78,"woman","White",0,1
377,"CHARLOTTE","45-64 years","Postcard","Yes",50,"man","Black",1,1
378,"HUNTERSVILLE","45-64 years","Web","Yes",62,"prefer not to answer","White",0,0
379,"CHARLOTTE","85+ years","Web","Yes",86,"woman","Black",0,1
380,"PINEVILLE","25-44 years","Postcard","Yes",25,"woman","White",0,1
381,"CHARLOTTE","25-44 years","Web","Yes",42,"prefer not to answer","White",0,0
382,"CHARLOTTE","45-64 years","Postcard","Yes",63,"man","Black",0,1
383,"MATTHEWS","45-64 years","Web","Yes",47,"self-describe","Black",0,1
384,"CHARLOTTE","45-64 years","Postcard","Yes",64,"woman","Prefer not to answer",1,0
385,"DAVIDSON","65-84 years","Web","Yes",66,"man","Black",0,1
386,"CHARLOTTE","45-64 years","Postcard","Yes",64,"woman","Black",0,0
387,"MINT HILL","25-44 years","Web","Yes",35,"woman","White",0,0
388,"CHARLOTTE","65-84 years","Web","Yes",83,"woman","White",0,1
389,"MATTHEWS","85+ years","Web","Yes",85,"prefer not to answer","Black",0,0
390,"HUNTERSVILLE","45-64 years","Web","Yes",50,"woman","Black",0,0
391,"CHARLOTTE","45-64 years","Postcard","Yes",53,"woman","Asian",1,0
392,"CHARLOTTE","25-44 years","Web","Yes",36,"woman","White",0,1
393,"CHARLOTTE","45-64 years","Web","Yes",45,"woman","White",0,1
394,"HUNTERSVILLE","45-64 years","Postcard","Yes",57,"man","Black",0,1
395,"CHARLOTTE","25-44 years","Web","Yes",32,"woman","White",0,1
396,"MINT HILL","45-64 years","Web","Yes",58,"man","Asian",1,0
397,"CHARLOTTE","45-64 years","Web","Yes",56,"woman","Prefer not to answer",1,0
398,"CHARLOTTE","18-24 years","Web","Yes",19,"woman","White",0,1
399,"PINEVILLE","65-84 years","Web","Yes",80,"woman","Black",0,1
400,"DAVIDSON","45-64 years","Postcard","Yes",46,"woman","Black",0,0
401,"CHARLOTTE","65-84 years","Postcard","Yes",83,"woman","White",0,0
402,"CHARLOTTE","65-84 years","Web","Yes",68,"woman","Asian",1,1
403,"CHARLOTTE","25-44 years","Postcard","Yes",27,"woman","Other",0,1
404,"CORNELIUS","25-44 years","Web","Yes",31,"man","Black",1,1
405,"DAVIDSON","65-84 years","Web","Yes",68,"man","White",0,0
406,"HUNTERSVILLE","45-64 years","Web","Yes",56,"man","Prefer not to answer",1,1
407,"MINT HILL","45-64 years","Web","Yes",45,"woman","White",0,1
408,"MINT HILL","18-24 years","Web","Yes",20,"woman","White",0,1
409,"PINEVILLE","85+ years","Web","Yes",87,"woman","Asian",1,1
410,"MINT HILL","25-44 years","Web","Yes",44,"man","White",0,1
411,"CHARLOTTE","18-24 years","Web","Yes",19,"woman","White",0,1
412,"CHARLOTTE","45-64 years","Postcard","Yes",55,"man","Asian",1,1
413,"CHARLOTTE","18-24 years","Web","Yes",20,"man","Asian",1,1
414,"CHARLOTTE","25-44 years","Web","Yes",33,"woman","Other",0,1
415,"HUNTERSVILLE","45-64 years","Web","Yes",57,"man","Black",0,0
416,"MATTHEWS","18-24 years","Web","Yes",19,"man","White",0,1
417,"CORNELIUS","45-64 years","Postcard","Yes",58,"man","White",0,1
418,"CHARLOTTE","25-44 years","Web","Yes",29,"man","White",0,1
419,"HUNTERSVILLE","45-64 years","Web","Yes",52,"woman","Black",0,0
420,"MATTHEWS","65-84 years","Web","Yes",82,"man","Black",0,1
421,"CHARLOTTE","65-84 years","Web","Yes",72,"woman","Black",0,0
422,"HUNTERSVILLE","45-64 years","Web","Yes",62,"woman","Black",0,1
423,"CHARLOTTE","65-84 years","Web","Yes",79,"woman","White",0,1
424,"CORNELIUS","65-84 years","Web","Yes",66,"self-describe","AIAN",0,0
425,"CORNELIUS","25-44 years","Postcard","Yes",42,"woman","White",0,1
426,"MATTHEWS","25-44 years","Web","Yes",40,"woman","Other",0,0
427,"CHARLOTTE","25-44 years","Web","Yes",41,"self-describe","White",0,0
428,"MATTHEWS","45-64 years","Web","Yes",55,"man","Prefer not to answer",1,1
429,"PINEVILLE","45-64 years","Web","Yes",45,"prefer not to answer","White",0,0
430,"MINT HILL","25-44 years","Postcard","Yes",38,"man","White",0,0
431,"HUNTERSVILLE","65-84 years","Postcard","Yes",71,"woman","White",0,0
432,"HUNTERSVILLE","25-44 years","Web","Yes",35,"man","Black",0,0
433,"HUNTERSVILLE","45-64 years","Web","Yes",53,"woman","Black",0,1
434,"DAVIDSON","45-64 years","Postcard","Yes",62,"woman","White",0,0
435,"CHARLOTTE","65-84 years","Web","Yes",70,"woman","White",0,1
436,"CHARLOTTE","45-64 years","Web","Yes",47,"man","Black",0,0
437,"CHARLOTTE","65-84 years","Web","Yes",77,"man","White",0,0
438,"DAVIDSON","45-64 years","Web","Yes",49,"man","Black",1,0
439,"CHARLOTTE","65-84 years","Web","Yes",84,"man","Black",0,1
440,"DAVIDSON","65-84 years","Web","Yes",84,"prefer not to answer","White",0,1
441,"MATTHEWS","45-64 years","Web","Yes",45,"man","White",0,1
442,"CHARLOTTE","45-64 years","Web","Yes",61,"woman","Asian",1,1
443,"DAVIDSON","45-64 years","Web","Yes",58,"woman","White",0,0
444,"CHARLOTTE","65-84 years","Web","Yes",80,"man","White",0,1
445,"MINT HILL","25-44 years","Postcard","Yes",40,"woman","Black",0,1
446,"CHARLOTTE","65-84 years","Web","Yes",65,"man","Asian",1,0
447,"DAVIDSON","45-64 years","Postcard","Yes",49,"man","Asian",1,0
448,"MINT HILL","65-84 years","Web","Yes",74,"man","Black",0,1
449,"MATTHEWS","45-64 years","Web","Yes",50,"woman","White",0,0
450,"DAVIDSON","25-44 years","Web","Yes",41,"man","White",0,1
451,"HUNTERSVILLE","45-64 years","Web","Yes",56,"woman","Black",0,0
452,"PINEVILLE","45-64 years","Web","Yes",51,"woman","Other",0,0
453,"CORNELIUS","65-84 years","Web","Yes",73,"man","White",0,1
454,"PINEVILLE","45-64 years","Web","Yes",45,"woman","Asian",1,1
455,"CHARLOTTE","45-64 years","Web","Yes",54,"woman","White",0,0
456,"MATTHEWS","18-24 years","Postcard","Yes",24,"man","AIAN",0,1
457,"DAVIDSON","85+ years","Postcard","Yes",85,"man","White",0,0
458,"DAVIDSON","45-64 years","Web","Yes",54,"woman","AIAN",0,0
459,"CHARLOTTE","65-84 years","Web","Yes",73,"man","White",0,1
460,"DAVIDSON","65-84 years","Web","Yes",82,"woman","White",0,1
461,"CHARLOTTE","65-84 years","Postcard","Yes",82,"man","White",0,0
462,"DAVIDSON","45-64 years","Web","Yes",64,"man","Black",0,0
463,"CHARLOTTE","25-44 years","Web","Yes",37,"man","Black",0,1
464,"DAVIDSON","25-44 years","Web","Yes",36,"man","Other",0,0
465,"MATTHEWS","45-64 years","Web","Yes",46,"woman","Asian",1,1
466,"CHARLOTTE","65-84 years","Web","Yes",77,"man","White",0,1
467,"MATTHEWS","25-44 years","Web","Yes",35,"woman","White",0,0
468,"CHARLOTTE","45-64 years","Web","Yes",52,"woman","Prefer not to answer",1,1
469,"MATTHEWS","45-64 years","Web","Yes",60,"woman","White",0,1
470,"MINT HILL","25-44 years","Postcard","Yes",28,"woman","Asian",1,0
471,"HUNTERSVILLE","65-84 years","Web","Yes",66,"man","White",0,0
472,"DAVIDSON","45-64 years","Postcard","Yes",55,"man","Asian",1,0
473,"MATTHEWS","65-84 years","Web","Yes",81,"woman","White",0,1
474,"CHARLOTTE","85+ years","Postcard","Yes",86,"man","Prefer not to answer",1,1
475,"CHARLOTTE","25-44 years","Web","Yes",25,"woman","Other",0,0
476,"DAVIDSON","45-64 years","Web","Yes",51,"man","Asian",1,0
477,"MINT HILL","65-84 years","Web","Yes",65,"woman","White",0,0
478,"MINT HILL","65-84 years","Web","Yes",73,"woman","Other",0,1
479,"MINT HILL","65-84 years","Web","Yes",82,"woman","Asian",1,0
480,"CHARLOTTE","45-64 years","Web","Yes",48,"woman","Other",0,1
481,"MINT HILL","18-24 years","Web","Yes",21,"woman","Black",0,0
482,"CHARLOTTE","65-84 years","Postcard","Yes",67,"woman","Black",0,1
483,"HUNTERSVILLE","85+ years","Web","Yes",86,"woman","AIAN",0,1
484,"CHARLOTTE","45-64 years","Web","Yes",47,"man","Black",0,1
485,"CHARLOTTE","65-84 years","Postcard","Yes",76,"woman","Other",0,0
486,"CHARLOTTE","65-84 years","Web","Yes",84,"woman","Asian",1,1
487,"CHARLOTTE","45-64 years","Web","Yes",62,"prefer not to answer","White",0,0
488,"DAVIDSON","18-24 years","Web","Yes",21,"man","White",0,0
489,"CHARLOTTE","25-44 years","Web","Yes",43,"woman","Asian",1,1
490,"CHARLOTTE","25-44 years","Postcard","Yes",44,"woman","Prefer not to answer",1,1
491,"CHARLOTTE","45-64 years","Postcard","Yes",63,"woman","AIAN",0,0
492,"CHARLOTTE","65-84 years","Web","Yes",81,"woman","Black",0,0
493,"CHARLOTTE","65-84 years","Web","Yes",68,"man","White",0,1
494,"CORNELIUS","65-84 years","Web","Yes",67,"woman","White",0,1
495,"PINEVILLE","18-24 years","Web","Yes",23,"woman","AIAN",0,0
496,"DAVIDSON","65-84 years","Postcard","Yes",76,"woman","White",0,1
497,"PINEVILLE","25-44 years","Web","Yes",32,"man","Other",0,0
498,"HUNTERSVILLE","45-64 years","Web","Yes",47,"woman","White",0,1
499,"CHARLOTTE","45-64 years","Web","Yes",59,"woman","Asian",1,1
500,"MINT HILL","45-64 years","Postcard","Yes",54,"man","Asian",1,0
501,"HUNTERSVILLE","45-64 years","Web","Yes",59,"woman","Black",0,1
502,"HUNTERSVILLE","45-64 years","Web","Yes",52,"woman","Other",0,0
503,"CHARLOTTE","18-24 years","Web","Yes",23,"woman","White",0,1
504,"CHARLOTTE","85+ years","Web","Yes",85,"self-describe","Black",0,1
505,"CHARLOTTE","25-44 years","Web","Yes",35,"woman","Black",0,1
506,"CHARLOTTE","45-64 years","Web","Yes",46,"woman","White",0,0
507,"PINEVILLE","65-84 years","Web","Yes",76,"woman","Asian",1,0
508,"CORNELIUS","45-64 years","Web","Yes",64,"man","Black",1,0
509,"PINEVILLE","25-44 years","Postcard","Yes",34,"man","Asian",1,1
510,"MINT HILL","25-44 years","Web","Yes",39,"woman","Black",0,1
511,"MINT HILL","85+ years","Web","Yes",85,"man","Black",0,1
512,"DAVIDSON","85+ years","Web","Yes",86,"man","White",0,0
513,"MATTHEWS","45-64 years","Postcard","Yes",54,"woman","Asian",1,1
514,"CHARLOTTE","65-84 years","Web","Yes",66,"woman","Prefer not to answer",1,1
515,"CHARLOTTE","25-44 years","Web","Yes",30,"woman","White",0,1
516,"CHARLOTTE","45-64 years","Web","Yes",51,"woman","White",0,0
517,"PINEVILLE","65-84 years","Web","Yes",70,"woman","White",0,0
518,"MATTHEWS","65-84 years","Postcard","Yes",68,"man","Black",0,1
519,"CHARLOTTE","18-24 years","Web","Yes",20,"man","Asian",1,1
520,"MATTHEWS","45-64 years","Postcard","Yes",59,"woman","White",0,0
521,"CHARLOTTE","45-64 years","Web","Yes",49,"woman","Other",0,1
522,"MATTHEWS","65-84 years","Web","Yes",68,"man","White",0,0
523,"CHARLOTTE","45-64 years","Web","Yes",63,"woman","Asian",1,1
524,"CHARLOTTE","25-44 years","Web","Yes",38,"man","Black",1,1
525,"HUNTERSVILLE","45-64 years","Web","Yes",61,"woman","Black",1,0
526,"CHARLOTTE","25-44 years","Web","Yes",28,"woman","AIAN",0,1
527,"CHARLOTTE","85+ years","Postcard","Yes",85,"woman","White",0,0
528,"CHARLOTTE","18-24 years","Web","Yes",18,"self-describe","White",0,0
529,"MINT HILL","65-84 years","Postcard","Yes",80,"woman","White",0,1
530,"HUNTERSVILLE","25-44 years","Web","Yes",41,"prefer not to answer","Prefer not to answer",1,0
531,"CHARLOTTE","25-44 years","Postcard","Yes",30,"prefer not to answer","Black",0,0
532,"PINEVILLE","25-44 years","Web","Yes",28,"woman","Asian",1,0
533,"DAVIDSON","65-84 years","Web","Yes",68,"woman","Asian",1,0
534,"CHARLOTTE","25-44 years","Postcard","Yes",34,"man","Other",0,0
535,"CHARLOTTE","25-44 years","Web","Yes",41,"woman","Black",0,0
536,"CHARLOTTE","25-44 years","Web","Yes",36,"woman","Asian",1,1
537,"CORNELIUS","45-64 years","Web","Yes",54,"man","Black",1,0
538,"DAVIDSON","25-44 years","Postcard","Yes",25,"man","White",0,1
539,"CHARLOTTE","45-64 years","Web","Yes",45,"self-describe","AIAN",0,0
540,"HUNTERSVILLE","18-24 years","Web","Yes",22,"woman","White",0,0
541,"DAVIDSON","25-44 years","Postcard","Yes",34,"woman","Asian",1,0
542,"CHARLOTTE","45-64 years","Web","Yes",53,"man","Black",0,1
543,"CORNELIUS","25-44 years","Postcard","Yes",36,"man","White",0,1
544,"CHARLOTTE","65-84 years","Web","Yes",81,"man","Black",0,1
545,"MATTHEWS","25-44 years","Postcard","Yes",28,"man","Black",0,0
546,"CORNELIUS","65-84 years","Postcard","Yes",71,"man","White",0,1
547,"MINT HILL","45-64 years","Web","Yes",62,"man","White",0,0
548,"HUNTERSVILLE","45-64 years","Postcard","Yes",64,"prefer not to answer","Black",0,0
549,"CHARLOTTE","25-44 years","Postcard","Yes",29,"woman","Other",0,1
550,"PINEVILLE","25-44 years","Web","Yes",38,"man","Black",0,0
551,"MATTHEWS","25-44 years","Web","Yes",28,"man","Other",0,1
552,"PINEVILLE","18-24 years","Web","Yes",22,"woman","Prefer not to answer",1,0
553,"MINT HILL","65-84 years","Web","Yes",73,"man","Other",0,1
554,"MATTHEWS","25-44 years","Postcard","Yes",37,"prefer not to answer","Other",0,1
555,"CHARLOTTE","45-64 years","Web","Yes",58,"man","Prefer not to answer",1,1
556,"CHARLOTTE","45-64 years","Web","Yes",63,"man","White",0,0
557,"PINEVILLE","25-44 years","Web","Yes",29,"man","White",0,0
558,"CHARLOTTE","85+ years","Web","Yes",87,"man","White",0,1
559,"MINT HILL","25-44 years","Web","Yes",34,"woman","Black",0,0
560,"MATTHEWS","25-44 years","Web","Yes",36,"woman","Black",0,1
561,"CORNELIUS","25-44 years","Web","Yes",43,"woman","Black",0,1
562,"CHARLOTTE","65-84 years","Postcard","Yes",65,"man","White",0,0
563,"MINT HILL","65-84 years","Postcard","Yes",69,"woman","White",0,1
564,"CHARLOTTE","85+ years","Web","Yes",87,"woman","White",0,1
565,"MINT HILL","65-84 years","Web","Yes",72,"woman","White",0,0
566,"CORNELIUS","45-64 years","Web","Yes",50,"man","Other",0,0
567,"CORNELIUS","65-84 years","Web","Yes",79,"man","White",0,0
568,"CHARLOTTE","25-44 years","Postcard","Yes",40,"woman","White",0,0
569,"PINEVILLE","25-44 years","Web","Yes",32,"woman","Asian",1,1
570,"HUNTERSVILLE","25-44 years","Postcard","Yes",44,"woman","White",0,0
571,"PINEVILLE","65-84 years","Web","Yes",81,"woman","Other",0,1
572,"CHARLOTTE","65-84 years","Postcard","Yes",68,"woman","Black",0,0
573,"DAVIDSON","65-84 years","Web","Yes",70,"woman","White",0,1
574,"MINT HILL","65-84 years","Web","Yes",68,"woman","Black",0,1
575,"CHARLOTTE","45-64 years","Postcard","Yes",64,"prefer not to answer","Prefer not to answer",1,0
576,"CHARLOTTE","18-24 years","Web","Yes",21,"woman","Asian",1,0
577,"CHARLOTTE","18-24 years","Web","Yes",24,"prefer not to answer","White",0,1
578,"PINEVILLE","45-64 years","Web","Yes",52,"woman","Asian",1,1
579,"PINEVILLE","65-84 years","Web","Yes",65,"man","AIAN",0,0
580,"HUNTERSVILLE","85+ years","Web","Yes",89,"woman","White",0,0
581,"CHARLOTTE","45-64 years","Postcard","Yes",62,"man","AIAN",0,0
582,"CHARLOTTE","85+ years","Postcard","Yes",89,"prefer not to answer","Asian",1,0
583,"PINEVILLE","25-44 years","Postcard","Yes",36,"woman","AIAN",0,1
584,"HUNTERSVILLE","65-84 years","Web","Yes",80,"man","White",0,1
585,"MATTHEWS","45-64 years","Postcard","Yes",55,"woman","Black",0,0
586,"CHARLOTTE","65-84 years","Web","Yes",84,"self-describe","White",0,1
587,"DAVIDSON","65-84 years","Web","Yes",76,"man","White",0,0
588,"CHARLOTTE","85+ years","Web","Yes",86,"woman","White",0,1
589,"CHARLOTTE","25-44 years","Postcard","Yes",30,"woman","White",0,0
590,"DAVIDSON","45-64 years","Web","Yes",64,"woman","White",0,0
591,"DAVIDSON","65-84 years","Web","Yes",78,"man","White",0,0
592,"MATTHEWS","45-64 years","Web","Yes",48,"man","Black",0,0
593,"CHARLOTTE","25-44 years","Postcard","Yes",39,"man","White",0,1
594,"CHARLOTTE","45-64 years","Web","Yes",60,"woman","White",0,1
595,"DAVIDSON","65-84 years","Web","Yes",84,"woman","Prefer not to answer",1,0
596,"PINEVILLE","65-84 years","Postcard","Yes",71,"prefer not to answer","AIAN",0,1
597,"CHARLOTTE","25-44 years","Web","Yes",27,"man","Black",0,0
598,"CHARLOTTE","45-64 years","Web","Yes",59,"woman","White",0,1
599,"CHARLOTTE","65-84 years","Postcard","Yes",81,"man","White",0,0
600,"MATTHEWS","25-44 years","Web","Yes",38,"man","White",0,0
601,"CHARLOTTE","65-84 years","Web","Yes",83,"woman","White",0,0
602,"CHARLOTTE","45-64 years","Web","Yes",58,"woman","White",0,1
603,"CHARLOTTE","25-44 years","Web","Yes",41,"woman","White",0,1
604,"CHARLOTTE","45-64 years","Web","Yes",52,"prefer not to answer","White",0,0
605,"CHARLOTTE","65-84 years","Web","Yes",73,"woman","White",0,0
606,"HUNTERSVILLE","45-64 years","Postcard","Yes",47,"prefer not to answer","AIAN",0,0
607,"CHARLOTTE","65-84 years","Web","Yes",74,"woman","White",0,1
608,"MINT HILL","45-64 years","Postcard","Yes",64,"woman","White",0,1
609,"CHARLOTTE","45-64 years","Web","Yes",52,"woman","Other",0,0
610,"HUNTERSVILLE","25-44 years","Web","Yes",36,"woman","Black",0,0
611,"MATTHEWS","25-44 years","Web","Yes",25,"man","White",0,1
612,"DAVIDSON","25-44 years","Web","Yes",43,"woman","Black",0,0
613,"HUNTERSVILLE","85+ years","Web","Yes",88,"man","Black",0,0
614,"CHARLOTTE","45-64 years","Postcard","Yes",47,"woman","White",0,0
615,"CHARLOTTE","18-24 years","Web","Yes",24,"woman","Prefer not to answer",1,0
616,"DAVIDSON","65-84 years","Postcard","Yes",84,"man","Asian",1,1
617,"MATTHEWS","65-84 years","Postcard","Yes",82,"man","White",0,1
618,"DAVIDSON","45-64 years","Postcard","Yes",53,"prefer not to answer","White",0,0
619,"HUNTERSVILLE","25-44 years","Postcard","Yes",42,"woman","Black",0,1
620,"DAVIDSON","45-64 years","Web","Yes",54,"man","Black",0,0
621,"HUNTERSVILLE","18-24 years","Postcard","Yes",18,"woman","White",0,1
622,"CHARLOTTE","25-44 years","Postcard","Yes",32,"woman","White",0,1
623,"CORNELIUS","45-64 years","Postcard","Yes",54,"woman","White",0,1
624,"MATTHEWS","25-44 years","Web","Yes",30,"self-describe","AIAN",0,0
625,"CHARLOTTE","25-44 years","Web","Yes",25,"woman","Black",0,0
626,"DAVIDSON","18-24 years","Web","Yes",22,"man","White",0,0
627,"CHARLOTTE","65-84 years","Web","Yes",77,"woman","AIAN",0,1
628,"HUNTERSVILLE","18-24 years","Postcard","Yes",18,"woman","Black",0,0
629,"CHARLOTTE","45-64 years","Web","Yes",53,"man","White",0,1
630,"HUNTERSVILLE","45-64 years","Web","Yes",52,"man","White",0,1
631,"MINT HILL","65-84 years","Postcard","Yes",83,"man","Black",0,1
632,"CORNELIUS","65-84 years","Postcard","Yes",80,"woman","Prefer not to answer",1,1
633,"DAVIDSON","25-44 years","Web","Yes",40,"woman","Other",0,0
634,"MINT HILL","25-44 years","Web","Yes",26,"woman","Other",0,0
635,"MATTHEWS","45-64 years","Web","Yes",51,"prefer not to answer","White",0,0
636,"CHARLOTTE","45-64 years","Web","Yes",63,"woman","White",0,1
637,"CHARLOTTE","18-24 years","Postcard","Yes",21,"man","Other",0,0
638,"CHARLOTTE","45-64 years","Postcard","Yes",47,"man","White",0,1
639,"MATTHEWS","85+ years","Postcard","Yes",89,"man","White",0,0
640,"MATTHEWS","18-24 years","Web","Yes",20,"man","White",0,0
641,"HUNTERSVILLE","25-44 years","Web","Yes",31,"woman","White",0,1
642,"MINT HILL","65-84 years","Postcard","Yes",77,"woman","White",0,0
643,"HUNTERSVILLE","45-64 years","Postcard","Yes",62,"man","White",0,0
644,"PINEVILLE","45-64 years","Web","Yes",51,"woman","White",0,1
645,"CHARLOTTE","45-64 years","Web","Yes",62,"woman","White",0,0
646,"MINT HILL","65-84 years","Web","Yes",78,"man","Prefer not to answer",1,0
647,"CHARLOTTE","25-44 years","Web","Yes",33,"man","Other",0,0
648,"MINT HILL","65-84 years","Web","Yes",83,"woman","Black",0,0
649,"MINT HILL","45-64 years","Web","Yes",57,"man","Black",0,1
650,"DAVIDSON","25-44 years","Web","Yes",34,"prefer not to answer","AIAN",0,1
651,"CHARLOTTE","45-64 years","Postcard","Yes",51,"man","White",0,0
652,"CHARLOTTE","25-44 years","Postcard","Yes",33,"man","Other",0,0
653,"CHARLOTTE","65-84 years","Web","Yes",77,"woman","Other",0,0
654,"CHARLOTTE","65-84 years","Web","Yes",83,"self-describe","Black",0,1
655,"CHARLOTTE","65-84 years","Web","Yes",83,"man","White",0,0
656,"MATTHEWS","25-44 years","Postcard","Yes",30,"man","White",0,0
657,"HUNTERSVILLE","65-84 years","Postcard","Yes",73,"man","White",0,1
658,"CHARLOTTE","45-64 years","Web","Yes",48,"man","White",0,1
659,"CHARLOTTE","45-64 years","Web","Yes",51,"man","Black",0,0
660,"CHARLOTTE","45-64 years","Web","Yes",56,"woman","Other",0,0
661,"PINEVILLE","65-84 years","Postcard","Yes",84,"man","White",0,0
662,"HUNTERSVILLE","25-44 years","Postcard","Yes",25,"man","Asian",1,0
663,"MATTHEWS","65-84 years","Web","Yes",72,"woman","Black",0,1
664,"HUNTERSVILLE","25-44 years","Web","Yes",44,"man","White",0,1
665,"MATTHEWS","65-84 years","Web","Yes",70,"man","White",0,1
666,"MINT HILL","45-64 years","Web","Yes",56,"man","White",0,0
667,"CHARLOTTE","65-84 years","Postcard","Yes",82,"self-describe","White",0,0
668,"MATTHEWS","25-44 years","Web","Yes",34,"man","White",0,0
669,"CHARLOTTE","45-64 years","Web","Yes",47,"woman","White",0,0
670,"MINT HILL","65-84 years","Web","Yes",70,"woman","White",0,1
671,"CHARLOTTE","25-44 years","Web","Yes",30,"man","White",0,0
672,"MATTHEWS","25-44 years","Web","Yes",38,"self-describe","Prefer not to answer",1,0
673,"MINT HILL","25-44 years","Web","Yes",36,"man","White",0,0
674,"MINT HILL","65-84 years","Web","Yes",70,"man","Other",0,0
675,"MINT HILL","25-44 years","Web","Yes",36,"woman","White",0,0
676,"CHARLOTTE","65-84 years","Web","Yes",74,"woman","Asian",1,1
677,"CHARLOTTE","25-44 years","Postcard","Yes",42,"woman","White",0,0
678,"CHARLOTTE","45-64 years","Web","Yes",48,"man","White",0,1
679,"CHARLOTTE","65-84 years","Web","Yes",72,"woman","Asian",1,0
680,"DAVIDSON","25-44 years","Web","Yes",40,"woman","Prefer not to answer",1,0
681,"CHARLOTTE","45-64 years","Web","Yes",49,"man","Black",0,1
682,"MATTHEWS","65-84 years","Web","Yes",79,"man","White",0,0
683,"PINEVILLE","25-44 years","Postcard","Yes",27,"man","White",0,1
684,"MINT HILL","85+ years","Postcard","Yes",89,"man","Black",0,0
685,"CHARLOTTE","65-84 years","Postcard","Yes",71,"woman","Asian",1,1
686,"MINT HILL","65-84 years","Web","Yes",69,"woman","Other",0,1
687,"MATTHEWS","25-44 years","Web","Yes",37,"self-describe","Other",0,1
688,"HUNTERSVILLE","45-64 years","Web","Yes",49,"man","White",0,1
689,"PINEVILLE","25-44 years","Web","Yes",31,"woman","Black",0,1
690,"MINT HILL","65-84 years","Web","Yes",67,"man","White",0,0
691,"CHARLOTTE","45-64 years","Web","Yes",45,"man","White",0,1
692,"HUNTERSVILLE","65-84 years","Web","Yes",70,"man","White",0,1
693,"CHARLOTTE","25-44 years","Web","Yes",41,"man","Other",0,0
694,"CHARLOTTE","25-44 years","Web","Yes",39,"woman","White",0,0
695,"CHARLOTTE","45-64 years","Web","Yes",47,"self-describe","White",0,1
696,"CHARLOTTE","65-84 years","Web","Yes",80,"woman","Black",0,0
697,"CHARLOTTE","18-24 years","Web","Yes",21,"man","White",0,0
698,"CHARLOTTE","65-84 years","Web","Yes",76,"man","Other",0,1
699,"MATTHEWS","25-44 years","Web","Yes",25,"man","White",0,0
700,"HUNTERSVILLE","25-44 years","Web","Yes",29,"woman","AIAN",0,0
701,"MATTHEWS","45-64 years","Postcard","Yes",48,"woman","Other",0,1
702,"CORNELIUS","45-64 years","Web","Yes",51,"prefer not to answer","White",0,0
703,"CHARLOTTE","65-84 years","Web","Yes",66,"man","White",0,1
704,"HUNTERSVILLE","65-84 years","Postcard","Yes",74,"woman","White",0,0
705,"CHARLOTTE","25-44 years","Web","Yes",43,"woman","White",0,0
706,"CHARLOTTE","25-44 years","Web","Yes",35,"woman","Asian",1,0
707,"PINEVILLE","45-64 years","Web","Yes",55,"woman","White",0,1
708,"CHARLOTTE","65-84 years","Web","Yes",67,"woman","Black",0,0
709,"PINEVILLE","25-44 years","Web","Yes",25,"woman","White",0,0
710,"DAVIDSON","45-64 years","Web","Yes",58,"man","Black",0,0
711,"CHARLOTTE","18-24 years","Web","Yes",23,"woman","Black",0,0
712,"CHARLOTTE","85+ years","Web","Yes",86,"man","Other",0,0
713,"MINT HILL","45-64 years","Web","Yes",61,"woman","AIAN",0,0
714,"HUNTERSVILLE","65-84 years","Web","Yes",81,"man","White",0,1
715,"CHARLOTTE","45-64 years","Web","Yes",46,"woman","White",0,0
716,"MATTHEWS","45-64 years","Web","Yes",45,"prefer not to answer","Asian",1,1
717,"CHARLOTTE","25-44 years","Web","Yes",28,"woman","Black",1,1
718,"DAVIDSON","65-84 years","Web","Yes",82,"woman","Asian",1,0
719,"MATTHEWS","25-44 years","Postcard","Yes",36,"woman","White",0,0
720,"CHARLOTTE","25-44 years","Web","Yes",26,"woman","Black",0,1
721,"CHARLOTTE","25-44 years","Web","Yes",44,"woman","Asian",1,1
722,"CHARLOTTE","45-64 years","Web","Yes",51,"woman","White",0,0
723,"CHARLOTTE","45-64 years","Web","Yes",61,"man","White",0,1
724,"CHARLOTTE","85+ years","Postcard","Yes",85,"self-describe","Black",0,0
725,"DAVIDSON","25-44 years","Web","Yes",32,"prefer not to answer","Other",0,0
726,"CHARLOTTE","65-84 years","Postcard","Yes",68,"woman","Black",1,0
727,"HUNTERSVILLE","25-44 years","Postcard","Yes",30,"man","White",0,1
728,"MATTHEWS","65-84 years","Web","Yes",66,"man","Black",0,1
729,"MINT HILL","85+ years","Postcard","Yes",87,"woman","White",0,1
730,"PINEVILLE","65-84 years","Web","Yes",73,"man","White",0,0
731,"CHARLOTTE","65-84 years","Web","Yes",68,"woman","White",0,0
